ip,time,cpu
102.200.218.193,2023-02-07 02:44:27,38.55917588292604
102.200.218.193,2023-02-07 01:44:27,36.704622885257116
102.200.218.193,2023-02-07 00:44:27,2.563736795550653
102.200.218.193,2023-02-06 23:44:27,9.591936280730213
102.200.218.193,2023-02-06 22:44:27,3.8739714551271396
102.200.218.193,2023-02-06 21:44:27,1.840950098412475
102.200.218.193,2023-02-06 20:44:27,27.108481648763554
102.200.218.193,2023-02-06 19:44:27,9.161395488467939
102.200.218.193,2023-02-06 18:44:27,40.00474873897483
102.200.218.193,2023-02-06 17:44:27,36.08795607003157
102.200.218.193,2023-02-06 16:44:27,35.29533428378065
102.200.218.193,2023-02-06 15:44:27,20.688610003514263
102.200.218.193,2023-02-06 14:44:27,25.261658388880193
102.200.218.193,2023-02-06 13:44:27,12.489929883544393
102.200.218.193,2023-02-06 12:44:27,49.24561906567151
102.200.218.193,2023-02-06 11:44:27,37.557801006898416
102.200.218.193,2023-02-06 10:44:27,16.64312555410925
102.200.218.193,2023-02-06 09:44:27,39.41352705095335
102.200.218.193,2023-02-06 08:44:27,18.133221378426327
102.200.218.193,2023-02-06 07:44:27,6.310018014529484
102.200.218.193,2023-02-06 06:44:27,25.94528597961066
102.200.218.193,2023-02-06 05:44:27,14.813020032592583
102.200.218.193,2023-02-06 04:44:27,12.990164270835697
102.200.218.193,2023-02-06 03:44:27,17.937277127047413
102.200.218.193,2023-02-06 02:44:27,38.25230024014155
102.200.218.193,2023-02-06 01:44:27,32.50464579294294
102.200.218.193,2023-02-06 00:44:27,44.8177923869772
102.200.218.193,2023-02-05 23:44:27,1.1984064450991594
102.200.218.193,2023-02-05 22:44:27,18.290968499515646
102.200.218.193,2023-02-05 21:44:27,25.827656949710192
102.200.218.193,2023-02-05 20:44:27,14.597198297077558
102.200.218.193,2023-02-05 19:44:27,27.231523110580696
102.200.218.193,2023-02-05 18:44:27,28.966841500929053
102.200.218.193,2023-02-05 17:44:27,29.933119437265532
102.200.218.193,2023-02-05 16:44:27,25.528066670479106
102.200.218.193,2023-02-05 15:44:27,5.679681788747571
102.200.218.193,2023-02-05 14:44:27,28.28145370952555
102.200.218.193,2023-02-05 13:44:27,40.00984418003131
102.200.218.193,2023-02-05 12:44:27,25.039387287721393
102.200.218.193,2023-02-05 11:44:27,10.613964982037144
102.200.218.193,2023-02-05 10:44:27,47.115564515078304
102.200.218.193,2023-02-05 09:44:27,35.8669172698081
102.200.218.193,2023-02-05 08:44:27,44.17069325295307
102.200.218.193,2023-02-05 07:44:27,45.55715850143308
102.200.218.193,2023-02-05 06:44:27,20.379390834752147
102.200.218.193,2023-02-05 05:44:27,24.318603666396992
102.200.218.193,2023-02-05 04:44:27,34.427908887303786
102.200.218.193,2023-02-05 03:44:27,20.954506020347495
102.200.218.193,2023-02-05 02:44:27,20.292305222519392
102.200.218.193,2023-02-05 01:44:27,45.07269251882142
102.200.218.193,2023-02-05 00:44:27,13.493582358170524
102.200.218.193,2023-02-04 23:44:27,8.00381942246543
102.200.218.193,2023-02-04 22:44:27,40.827820503034324
102.200.218.193,2023-02-04 21:44:27,2.451984068784924
102.200.218.193,2023-02-04 20:44:27,35.59720911478104
102.200.218.193,2023-02-04 19:44:27,15.427229668234455
102.200.218.193,2023-02-04 18:44:27,24.836003817387237
102.200.218.193,2023-02-04 17:44:27,10.434276446618828
102.200.218.193,2023-02-04 16:44:27,18.752476052639732
102.200.218.193,2023-02-04 15:44:27,5.258679942451422
102.200.218.193,2023-02-04 14:44:27,4.426452255147756
102.200.218.193,2023-02-04 13:44:27,28.3110192163658
102.200.218.193,2023-02-04 12:44:27,32.77051907853289
102.200.218.193,2023-02-04 11:44:27,36.99859604199287
102.200.218.193,2023-02-04 10:44:27,12.207840409782822
102.200.218.193,2023-02-04 09:44:27,48.63853740104193
102.200.218.193,2023-02-04 08:44:27,3.8991338369888506
102.200.218.193,2023-02-04 07:44:27,15.703814522789989
102.200.218.193,2023-02-04 06:44:27,12.994085954829194
102.200.218.193,2023-02-04 05:44:27,11.582624888510896
102.200.218.193,2023-02-04 04:44:27,5.870422323172164
102.200.218.193,2023-02-04 03:44:27,27.688969216642196
102.200.218.193,2023-02-04 02:44:27,12.743044286361194
102.200.218.193,2023-02-04 01:44:27,0.5520763175349164
102.200.218.193,2023-02-04 00:44:27,45.09420136570952
102.200.218.193,2023-02-03 23:44:27,29.603931927189276
102.200.218.193,2023-02-03 22:44:27,23.814082588437696
102.200.218.193,2023-02-03 21:44:27,19.702000529017504
102.200.218.193,2023-02-03 20:44:27,11.013022665418887
102.200.218.193,2023-02-03 19:44:27,13.891632440808394
102.200.218.193,2023-02-03 18:44:27,20.587966090844063
102.200.218.193,2023-02-03 17:44:27,45.54770705814088
102.200.218.193,2023-02-03 16:44:27,20.17884663387186
102.200.218.193,2023-02-03 15:44:27,43.59302341466308
102.200.218.193,2023-02-03 14:44:27,35.373559983349836
102.200.218.193,2023-02-03 13:44:27,1.8287010650801394
102.200.218.193,2023-02-03 12:44:27,24.36394960909381
102.200.218.193,2023-02-03 11:44:27,19.113050302567814
102.200.218.193,2023-02-03 10:44:27,43.16430097027126
102.200.218.193,2023-02-03 09:44:27,17.97924269679165
102.200.218.193,2023-02-03 08:44:27,3.5656162329070042
102.200.218.193,2023-02-03 07:44:27,36.56067306428055
102.200.218.193,2023-02-03 06:44:27,16.034445120732865
102.200.218.193,2023-02-03 05:44:27,1.8620226014284091
102.200.218.193,2023-02-03 04:44:27,32.209778438047636
102.200.218.193,2023-02-03 03:44:27,15.490617139260982
102.200.218.193,2023-02-03 02:44:27,34.040465280858236
102.200.218.193,2023-02-03 01:44:27,38.53158060456647
102.200.218.193,2023-02-03 00:44:27,36.12660806630339
102.200.218.193,2023-02-02 23:44:27,47.986270046051835
102.200.218.193,2023-02-02 22:44:27,3.6937162332964846
102.200.218.193,2023-02-02 21:44:27,1.7747607145600253
102.200.218.193,2023-02-02 20:44:27,24.770086211863607
102.200.218.193,2023-02-02 19:44:27,34.150040174967266
102.200.218.193,2023-02-02 18:44:27,6.806199996412432
102.200.218.193,2023-02-02 17:44:27,20.64027729635732
102.200.218.193,2023-02-02 16:44:27,34.17112096170512
102.200.218.193,2023-02-02 15:44:27,23.047542761065408
102.200.218.193,2023-02-02 14:44:27,21.223674268845404
102.200.218.193,2023-02-02 13:44:27,47.02365214866964
102.200.218.193,2023-02-02 12:44:27,28.534256976020718
102.200.218.193,2023-02-02 11:44:27,1.718955140543449
102.200.218.193,2023-02-02 10:44:27,27.40928954792433
102.200.218.193,2023-02-02 09:44:27,35.54480465560712
102.200.218.193,2023-02-02 08:44:27,3.7560611666450026
102.200.218.193,2023-02-02 07:44:27,24.238472009187156
102.200.218.193,2023-02-02 06:44:27,8.174452820299937
102.200.218.193,2023-02-02 05:44:27,40.04892399553513
102.200.218.193,2023-02-02 04:44:27,29.566734192038158
102.200.218.193,2023-02-02 03:44:27,35.88079442000449
102.200.218.193,2023-02-02 02:44:27,3.713097292638101
102.200.218.193,2023-02-02 01:44:27,23.265087073387804
102.200.218.193,2023-02-02 00:44:27,4.959528084853182
102.200.218.193,2023-02-01 23:44:27,49.023262896239984
102.200.218.193,2023-02-01 22:44:27,28.7233434273129
102.200.218.193,2023-02-01 21:44:27,42.387679518746786
102.200.218.193,2023-02-01 20:44:27,26.394835941321844
102.200.218.193,2023-02-01 19:44:27,34.11709848544655
102.200.218.193,2023-02-01 18:44:27,3.8151262989643273
102.200.218.193,2023-02-01 17:44:27,20.923757692002233
102.200.218.193,2023-02-01 16:44:27,28.5232776440728
102.200.218.193,2023-02-01 15:44:27,24.74792611627681
102.200.218.193,2023-02-01 14:44:27,13.884225311684823
102.200.218.193,2023-02-01 13:44:27,3.0389609731035048
102.200.218.193,2023-02-01 12:44:27,13.873158589954349
102.200.218.193,2023-02-01 11:44:27,10.002662324525813
102.200.218.193,2023-02-01 10:44:27,22.99558000434007
102.200.218.193,2023-02-01 09:44:27,16.124032422420274
102.200.218.193,2023-02-01 08:44:27,35.709381173396
102.200.218.193,2023-02-01 07:44:27,33.544477931970285
102.200.218.193,2023-02-01 06:44:27,48.141105268615966
102.200.218.193,2023-02-01 05:44:27,33.53255651359483
102.200.218.193,2023-02-01 04:44:27,43.76339534280475
102.200.218.193,2023-02-01 03:44:27,21.837836136890402
102.200.218.193,2023-02-01 02:44:27,41.36249102729477
102.200.218.193,2023-02-01 01:44:27,1.8246404523273085
102.200.218.193,2023-02-01 00:44:27,45.11881247873983
102.200.218.193,2023-01-31 23:44:27,14.128637065800653
102.200.218.193,2023-01-31 22:44:27,34.13099372234073
102.200.218.193,2023-01-31 21:44:27,44.539205789135345
102.200.218.193,2023-01-31 20:44:27,6.459204704171007
102.200.218.193,2023-01-31 19:44:27,17.120350578720718
102.200.218.193,2023-01-31 18:44:27,34.21918184015628
102.200.218.193,2023-01-31 17:44:27,26.498691292706177
102.200.218.193,2023-01-31 16:44:27,25.172608970348083
102.200.218.193,2023-01-31 15:44:27,29.108152629869544
102.200.218.193,2023-01-31 14:44:27,30.446298876907736
102.200.218.193,2023-01-31 13:44:27,48.47341078165057
102.200.218.193,2023-01-31 12:44:27,17.07324386575899
102.200.218.193,2023-01-31 11:44:27,20.87182324862795
102.200.218.193,2023-01-31 10:44:27,9.607056575778278
102.200.218.193,2023-01-31 09:44:27,23.960388777414536
102.200.218.193,2023-01-31 08:44:27,44.55693478913597
102.200.218.193,2023-01-31 07:44:27,29.399013672865582
102.200.218.193,2023-01-31 06:44:27,36.42422840939349
102.200.218.193,2023-01-31 05:44:27,35.26161293123569
102.200.218.193,2023-01-31 04:44:27,37.069672982840956
102.200.218.193,2023-01-31 03:44:27,44.58525915980291
102.200.218.193,2023-01-31 02:44:27,22.717028836580656
102.200.218.193,2023-01-31 01:44:27,0.8563594681670772
102.200.218.193,2023-01-31 00:44:27,37.04458552203605
102.200.218.193,2023-01-30 23:44:27,38.97086924519297
102.200.218.193,2023-01-30 22:44:27,4.396377953583408
102.200.218.193,2023-01-30 21:44:27,25.683041656828685
102.200.218.193,2023-01-30 20:44:27,13.021970037728792
102.200.218.193,2023-01-30 19:44:27,33.84778194015253
102.200.218.193,2023-01-30 18:44:27,45.522869738075904
102.200.218.193,2023-01-30 17:44:27,17.75199032430978
102.200.218.193,2023-01-30 16:44:27,18.33314066827646
102.200.218.193,2023-01-30 15:44:27,4.258952513362097
102.200.218.193,2023-01-30 14:44:27,44.899817821212665
102.200.218.193,2023-01-30 13:44:27,30.69121375114537
102.200.218.193,2023-01-30 12:44:27,18.7499932591896
102.200.218.193,2023-01-30 11:44:27,36.35174459831625
102.200.218.193,2023-01-30 10:44:27,4.004093261155739
102.200.218.193,2023-01-30 09:44:27,5.263315216209014
102.200.218.193,2023-01-30 08:44:27,3.6947522163535584
102.200.218.193,2023-01-30 07:44:27,31.343492274553185
102.200.218.193,2023-01-30 06:44:27,32.85702167847812
102.200.218.193,2023-01-30 05:44:27,42.73987813000543
102.200.218.193,2023-01-30 04:44:27,2.8275596007400927
102.200.218.193,2023-01-30 03:44:27,28.58912973885543
102.200.218.193,2023-01-30 02:44:27,40.53113695664141
102.200.218.193,2023-01-30 01:44:27,2.7813183200642855
102.200.218.193,2023-01-30 00:44:27,32.788995860509345
102.200.218.193,2023-01-29 23:44:27,46.82517885511642
102.200.218.193,2023-01-29 22:44:27,42.41752831073657
102.200.218.193,2023-01-29 21:44:27,2.4840653937379775
102.200.218.193,2023-01-29 20:44:27,33.445714480137816
102.200.218.193,2023-01-29 19:44:27,9.479518704163464
102.200.218.193,2023-01-29 18:44:27,13.97249745205184
102.200.218.193,2023-01-29 17:44:27,45.0466608404961
102.200.218.193,2023-01-29 16:44:27,8.033208108098936
102.200.218.193,2023-01-29 15:44:27,10.75224510202058
102.200.218.193,2023-01-29 14:44:27,49.39510542396411
102.200.218.193,2023-01-29 13:44:27,29.048194456094205
102.200.218.193,2023-01-29 12:44:27,31.611366453631163
102.200.218.193,2023-01-29 11:44:27,8.40673790718663
102.200.218.193,2023-01-29 10:44:27,21.35913223018433
102.200.218.193,2023-01-29 09:44:27,21.61360453867982
102.200.218.193,2023-01-29 08:44:27,8.250542211183259
102.200.218.193,2023-01-29 07:44:27,35.79705947430333
102.200.218.193,2023-01-29 06:44:27,14.112581813102082
102.200.218.193,2023-01-29 05:44:27,11.484296078393758
102.200.218.193,2023-01-29 04:44:27,20.757007001424167
102.200.218.193,2023-01-29 03:44:27,11.000346502481479
102.200.218.193,2023-01-29 02:44:27,4.680534192552955
102.200.218.193,2023-01-29 01:44:27,6.400351649497182
102.200.218.193,2023-01-29 00:44:27,29.476532941631483
102.200.218.193,2023-01-28 23:44:27,38.22034423975353
102.200.218.193,2023-01-28 22:44:27,40.78680502996193
102.200.218.193,2023-01-28 21:44:27,7.528770835738171
102.200.218.193,2023-01-28 20:44:27,35.76523429175048
102.200.218.193,2023-01-28 19:44:27,12.969746307464586
102.200.218.193,2023-01-28 18:44:27,2.4963258818370084
102.200.218.193,2023-01-28 17:44:27,13.402891179715686
102.200.218.193,2023-01-28 16:44:27,5.780964326886423
102.200.218.193,2023-01-28 15:44:27,15.611280686967794
102.200.218.193,2023-01-28 14:44:27,41.46869214181091
102.200.218.193,2023-01-28 13:44:27,41.58528955654289
102.200.218.193,2023-01-28 12:44:27,1.673563243240045
102.200.218.193,2023-01-28 11:44:27,0.8246229766246327
102.200.218.193,2023-01-28 10:44:27,34.26830245985167
102.200.218.193,2023-01-28 09:44:27,3.622597905555902
102.200.218.193,2023-01-28 08:44:27,49.37584899678882
102.200.218.193,2023-01-28 07:44:27,0.9067147848651702
102.200.218.193,2023-01-28 06:44:27,46.058628876330594
102.200.218.193,2023-01-28 05:44:27,19.017765393054553
102.200.218.193,2023-01-28 04:44:27,6.865862209042451
102.200.218.193,2023-01-28 03:44:27,46.5955753255254
102.200.218.193,2023-01-28 02:44:27,13.836300178448468
102.200.218.193,2023-01-28 01:44:27,41.52048577924967
102.200.218.193,2023-01-28 00:44:27,41.16319765532906
102.200.218.193,2023-01-27 23:44:27,5.32020303572836
102.200.218.193,2023-01-27 22:44:27,0.540668816426193
102.200.218.193,2023-01-27 21:44:27,0.1698163495232663
102.200.218.193,2023-01-27 20:44:27,37.86689100630261
102.200.218.193,2023-01-27 19:44:27,44.06972215248827
102.200.218.193,2023-01-27 18:44:27,5.866178700984992
102.200.218.193,2023-01-27 17:44:27,20.72881197593322
102.200.218.193,2023-01-27 16:44:27,2.73477577753774
102.200.218.193,2023-01-27 15:44:27,13.501426131781264
102.200.218.193,2023-01-27 14:44:27,17.490325114092258
102.200.218.193,2023-01-27 13:44:27,0.2520291263711172
102.200.218.193,2023-01-27 12:44:27,38.70918246198959
102.200.218.193,2023-01-27 11:44:27,41.152365575569696
102.200.218.193,2023-01-27 10:44:27,25.92229602708114
102.200.218.193,2023-01-27 09:44:27,2.569140498058342
102.200.218.193,2023-01-27 08:44:27,3.4068310553569567
102.200.218.193,2023-01-27 07:44:27,27.11691370406931
102.200.218.193,2023-01-27 06:44:27,2.4725210662987775
102.200.218.193,2023-01-27 05:44:27,18.683570094818293
102.200.218.193,2023-01-27 04:44:27,3.2071925952344484
102.200.218.193,2023-01-27 03:44:27,47.77286945604132
102.200.218.193,2023-01-27 02:44:27,48.21273964263027
102.200.218.193,2023-01-27 01:44:27,26.673013702989667
102.200.218.193,2023-01-27 00:44:27,0.5293133883089884
102.200.218.193,2023-01-26 23:44:27,40.14460728693206
102.200.218.193,2023-01-26 22:44:27,30.440580760264496
102.200.218.193,2023-01-26 21:44:27,8.3332707196145
102.200.218.193,2023-01-26 20:44:27,0.7622507325486683
102.200.218.193,2023-01-26 19:44:27,14.015744312208083
102.200.218.193,2023-01-26 18:44:27,39.11989826612446
102.200.218.193,2023-01-26 17:44:27,26.92285870373453
102.200.218.193,2023-01-26 16:44:27,40.72022574932885
102.200.218.193,2023-01-26 15:44:27,46.53071195335088
102.200.218.193,2023-01-26 14:44:27,19.15694783450887
102.200.218.193,2023-01-26 13:44:27,40.82534276319474
102.200.218.193,2023-01-26 12:44:27,49.19923601657647
102.200.218.193,2023-01-26 11:44:27,48.43976068668153
102.200.218.193,2023-01-26 10:44:27,9.083178515166715
102.200.218.193,2023-01-26 09:44:27,5.5047400798481085
102.200.218.193,2023-01-26 08:44:27,3.4547360203086184
102.200.218.193,2023-01-26 07:44:27,8.587070527558527
102.200.218.193,2023-01-26 06:44:27,32.32074503710884
102.200.218.193,2023-01-26 05:44:27,4.820934654869075
102.200.218.193,2023-01-26 04:44:27,35.61191249513339
102.200.218.193,2023-01-26 03:44:27,1.0881928111384664
102.200.218.193,2023-01-26 02:44:27,47.282641655940466
102.200.218.193,2023-01-26 01:44:27,2.4827439575409063
102.200.218.193,2023-01-26 00:44:27,22.62336420385647
102.200.218.193,2023-01-25 23:44:27,2.8112198335689955
102.200.218.193,2023-01-25 22:44:27,40.30018959853782
102.200.218.193,2023-01-25 21:44:27,47.59280936812698
102.200.218.193,2023-01-25 20:44:27,44.723537955836065
102.200.218.193,2023-01-25 19:44:27,12.5790557266305
102.200.218.193,2023-01-25 18:44:27,10.511274696269274
102.200.218.193,2023-01-25 17:44:27,15.56238807793791
102.200.218.193,2023-01-25 16:44:27,26.506669041593955
102.200.218.193,2023-01-25 15:44:27,1.0008399978190807
102.200.218.193,2023-01-25 14:44:27,44.505731875919246
102.200.218.193,2023-01-25 13:44:27,33.388712933877095
102.200.218.193,2023-01-25 12:44:27,7.085014606210638
102.200.218.193,2023-01-25 11:44:27,44.39260142009272
102.200.218.193,2023-01-25 10:44:27,45.72419835551025
102.200.218.193,2023-01-25 09:44:27,26.21739130489426
102.200.218.193,2023-01-25 08:44:27,38.182775984304456
102.200.218.193,2023-01-25 07:44:27,0.4486628023104289
102.200.218.193,2023-01-25 06:44:27,6.724042890754448
102.200.218.193,2023-01-25 05:44:27,28.735563374613037
102.200.218.193,2023-01-25 04:44:27,41.92089210918762
102.200.218.193,2023-01-25 03:44:27,22.58130601707449
102.200.218.193,2023-01-25 02:44:27,36.26667011393557
102.200.218.193,2023-01-25 01:44:27,47.04072289376921
102.200.218.193,2023-01-25 00:44:27,6.540030449477174
102.200.218.193,2023-01-24 23:44:27,5.160401982512602
102.200.218.193,2023-01-24 22:44:27,16.950061883889006
102.200.218.193,2023-01-24 21:44:27,10.536844753952279
102.200.218.193,2023-01-24 20:44:27,38.64599891234528
102.200.218.193,2023-01-24 19:44:27,13.379443470827269
102.200.218.193,2023-01-24 18:44:27,44.67549268188034
102.200.218.193,2023-01-24 17:44:27,9.668842972796126
102.200.218.193,2023-01-24 16:44:27,32.48743357069358
102.200.218.193,2023-01-24 15:44:27,40.28203396816018
102.200.218.193,2023-01-24 14:44:27,11.12488336631004
102.200.218.193,2023-01-24 13:44:27,23.673256913188656
102.200.218.193,2023-01-24 12:44:27,44.846094912172305
102.200.218.193,2023-01-24 11:44:27,21.021083111157978
102.200.218.193,2023-01-24 10:44:27,1.5391486470078153
102.200.218.193,2023-01-24 09:44:27,9.686575492073047
102.200.218.193,2023-01-24 08:44:27,34.31036576426257
102.200.218.193,2023-01-24 07:44:27,1.3875756943148687
102.200.218.193,2023-01-24 06:44:27,34.94630483193376
102.200.218.193,2023-01-24 05:44:27,41.87973602886356
102.200.218.193,2023-01-24 04:44:27,36.924118185440676
102.200.218.193,2023-01-24 03:44:27,43.630688745052296
102.200.218.193,2023-01-24 02:44:27,17.010795731896444
102.200.218.193,2023-01-24 01:44:27,20.04177205642031
102.200.218.193,2023-01-24 00:44:27,0.9124909901317979
102.200.218.193,2023-01-23 23:44:27,27.47170042168625
102.200.218.193,2023-01-23 22:44:27,41.13013968735286
102.200.218.193,2023-01-23 21:44:27,44.402122185895955
102.200.218.193,2023-01-23 20:44:27,23.982401120452117
102.200.218.193,2023-01-23 19:44:27,24.041587207369453
102.200.218.193,2023-01-23 18:44:27,38.68848105737757
102.200.218.193,2023-01-23 17:44:27,35.860840709451516
102.200.218.193,2023-01-23 16:44:27,22.24939893600283
102.200.218.193,2023-01-23 15:44:27,25.09744995826929
102.200.218.193,2023-01-23 14:44:27,41.38398710499375
102.200.218.193,2023-01-23 13:44:27,10.364192538783007
102.200.218.193,2023-01-23 12:44:27,13.820492754188146
102.200.218.193,2023-01-23 11:44:27,2.240896384156116
102.200.218.193,2023-01-23 10:44:27,1.4755718490805614
102.200.218.193,2023-01-23 09:44:27,34.042063576158306
102.200.218.193,2023-01-23 08:44:27,45.06194793647907
102.200.218.193,2023-01-23 07:44:27,11.991734638117036
102.200.218.193,2023-01-23 06:44:27,4.378999331428379
102.200.218.193,2023-01-23 05:44:27,44.727168441589534
102.200.218.193,2023-01-23 04:44:27,9.950684324608533
102.200.218.193,2023-01-23 03:44:27,11.940186854340329
102.200.218.193,2023-01-23 02:44:27,8.801692544879069
102.200.218.193,2023-01-23 01:44:27,35.7571580301711
102.200.218.193,2023-01-23 00:44:27,3.878512330603423
102.200.218.193,2023-01-22 23:44:27,45.02207067339861
102.200.218.193,2023-01-22 22:44:27,30.224012226828194
102.200.218.193,2023-01-22 21:44:27,40.316302561856496
102.200.218.193,2023-01-22 20:44:27,14.622383203688988
102.200.218.193,2023-01-22 19:44:27,24.37761232497271
102.200.218.193,2023-01-22 18:44:27,16.248451666617076
102.200.218.193,2023-01-22 17:44:27,16.717182142357608
102.200.218.193,2023-01-22 16:44:27,34.360645846400395
102.200.218.193,2023-01-22 15:44:27,37.41424632454257
102.200.218.193,2023-01-22 14:44:27,1.914572366757955
102.200.218.193,2023-01-22 13:44:27,7.583076627237051
102.200.218.193,2023-01-22 12:44:27,34.2475042063133
102.200.218.193,2023-01-22 11:44:27,2.62072339471745
102.200.218.193,2023-01-22 10:44:27,9.555903044438235
102.200.218.193,2023-01-22 09:44:27,23.52897145363154
102.200.218.193,2023-01-22 08:44:27,14.52742068768542
102.200.218.193,2023-01-22 07:44:27,0.1944379511190364
102.200.218.193,2023-01-22 06:44:27,14.69287745714032
102.200.218.193,2023-01-22 05:44:27,34.19230221319892
102.200.218.193,2023-01-22 04:44:27,49.68523585495764
102.200.218.193,2023-01-22 03:44:27,28.878169975265017
102.200.218.193,2023-01-22 02:44:27,30.133385295374964
102.200.218.193,2023-01-22 01:44:27,37.064299880744684
102.200.218.193,2023-01-22 00:44:27,45.87304351699431
102.200.218.193,2023-01-21 23:44:27,17.711450401604157
102.200.218.193,2023-01-21 22:44:27,34.97310082695603
102.200.218.193,2023-01-21 21:44:27,1.587941485979255
102.200.218.193,2023-01-21 20:44:27,6.659830056964166
102.200.218.193,2023-01-21 19:44:27,9.913625579264036
102.200.218.193,2023-01-21 18:44:27,10.940413869223613
102.200.218.193,2023-01-21 17:44:27,21.67668297051808
102.200.218.193,2023-01-21 16:44:27,45.5798347431322
102.200.218.193,2023-01-21 15:44:27,16.710234609154302
